id,region,realm,level,url
48,美国,商科,985,//www.compassedu.hk/newst_10071
49,美国,商科,985,//www.compassedu.hk/newst_10064
50,美国,商科,985,//www.compassedu.hk/newst_9452
51,美国,商科,985,//www.compassedu.hk/newst_10073
52,美国,商科,985,//www.compassedu.hk/newst_9505
53,美国,商科,985,//www.compassedu.hk/newst_1605
54,美国,商科,985,//www.compassedu.hk/newst_1603
55,美国,商科,985,//www.compassedu.hk/newst_1396
56,美国,商科,985,//www.compassedu.hk/newst_1471
57,美国,商科,985,//www.compassedu.hk/newst_1626
58,美国,商科,985,//www.compassedu.hk/newst_1608
59,美国,商科,985,//www.compassedu.hk/newst_9915
60,美国,商科,985,//www.compassedu.hk/newst_1475
61,美国,商科,985,//www.compassedu.hk/newst_10075
62,美国,商科,985,//www.compassedu.hk/newst_10070
63,美国,商科,985,//www.compassedu.hk/newst_10076
64,美国,商科,985,//www.compassedu.hk/newst_9456
65,美国,商科,985,//www.compassedu.hk/newst_9503
66,美国,商科,985,//www.compassedu.hk/newst_10069
67,美国,商科,985,//www.compassedu.hk/newst_10066
68,美国,商科,985,//www.compassedu.hk/newst_10067
69,美国,商科,985,//www.compassedu.hk/newst_10068
70,美国,商科,985,//www.compassedu.hk/newst_9506
71,美国,商科,985,//www.compassedu.hk/newst_9508
72,美国,商科,985,//www.compassedu.hk/newst_1457
73,美国,商科,985,//www.compassedu.hk/newst_1462
74,美国,商科,985,//www.compassedu.hk/newst_1443
75,美国,商科,985,//www.compassedu.hk/newst_1472
76,美国,商科,985,//www.compassedu.hk/newst_1460
77,美国,商科,985,//www.compassedu.hk/newst_1463
78,美国,商科,985,//www.compassedu.hk/newst_1455
79,美国,商科,985,//www.compassedu.hk/newst_1454
80,美国,商科,985,//www.compassedu.hk/newst_976
81,美国,商科,985,//www.compassedu.hk/newst_958
82,美国,商科,985,//www.compassedu.hk/newst_957
83,美国,商科,985,//www.compassedu.hk/newst_965
84,美国,商科,985,//www.compassedu.hk/newst_968
85,美国,商科,985,//www.compassedu.hk/newst_951
86,美国,商科,985,//www.compassedu.hk/newst_990
87,美国,商科,985,//www.compassedu.hk/newst_997
88,美国,商科,985,//www.compassedu.hk/newst_936
89,美国,商科,211,//www.compassedu.hk/newst_18569
90,美国,商科,211,//www.compassedu.hk/newst_18509
91,美国,商科,211,//www.compassedu.hk/newst_18662
92,美国,商科,211,//www.compassedu.hk/newst_18425
93,美国,商科,211,//www.compassedu.hk/newst_18055
94,美国,商科,211,//www.compassedu.hk/newst_18032
95,美国,商科,211,//www.compassedu.hk/newst_17839
96,美国,商科,211,//www.compassedu.hk/newst_17452
97,美国,商科,211,//www.compassedu.hk/newst_17451
98,美国,商科,211,//www.compassedu.hk/newst_17320
99,美国,商科,211,//www.compassedu.hk/newst_15988
100,美国,商科,211,//www.compassedu.hk/newst_15968
101,美国,商科,211,//www.compassedu.hk/newst_16667
102,美国,商科,211,//www.compassedu.hk/newst_15544
103,美国,商科,211,//www.compassedu.hk/newst_15542
104,美国,商科,211,//www.compassedu.hk/newst_15505
105,美国,商科,211,//www.compassedu.hk/newst_15492
106,美国,商科,211,//www.compassedu.hk/newst_15479
107,美国,商科,211,//www.compassedu.hk/newst_15543
108,美国,商科,211,//www.compassedu.hk/newst_14560
109,美国,商科,211,//www.compassedu.hk/newst_14561
110,美国,商科,211,//www.compassedu.hk/newst_14763
111,美国,商科,211,//www.compassedu.hk/newst_14730
112,美国,商科,211,//www.compassedu.hk/newst_14504
113,美国,商科,211,//www.compassedu.hk/newst_11004
114,美国,商科,211,//www.compassedu.hk/newst_14738
115,美国,商科,211,//www.compassedu.hk/newst_10997
116,美国,商科,211,//www.compassedu.hk/newst_10986
117,美国,商科,211,//www.compassedu.hk/newst_10996
118,美国,商科,211,//www.compassedu.hk/newst_10998
119,美国,商科,211,//www.compassedu.hk/newst_14739
120,美国,商科,211,//www.compassedu.hk/newst_14741
121,美国,商科,211,//www.compassedu.hk/newst_10080
122,美国,商科,211,//www.compassedu.hk/newst_1459
123,美国,商科,211,//www.compassedu.hk/newst_1481
124,美国,商科,211,//www.compassedu.hk/newst_1438
125,美国,商科,211,//www.compassedu.hk/newst_10078
126,美国,商科,211,//www.compassedu.hk/newst_9504
127,美国,商科,211,//www.compassedu.hk/newst_10074
128,美国,商科,211,//www.compassedu.hk/newst_10077
129,美国,商科,211,//www.compassedu.hk/newst_10079
130,美国,商科,211,//www.compassedu.hk/newst_1483
131,美国,商科,211,//www.compassedu.hk/newst_1436
132,美国,商科,211,//www.compassedu.hk/newst_1441
133,美国,商科,211,//www.compassedu.hk/newst_1453
134,美国,商科,211,//www.compassedu.hk/newst_953
135,美国,商科,211,//www.compassedu.hk/newst_964
136,美国,商科,211,//www.compassedu.hk/newst_981
137,美国,商科,211,//www.compassedu.hk/newst_992
138,美国,商科,211,//www.compassedu.hk/newst_947
139,美国,商科,211,//www.compassedu.hk/newst_949
140,美国,商科,211,//www.compassedu.hk/newst_991
141,美国,商科,211,//www.compassedu.hk/newst_959
142,美国,商科,211,//www.compassedu.hk/newst_989
143,美国,商科,211,//www.compassedu.hk/newst_988
144,美国,商科,211,//www.compassedu.hk/newst_998
145,美国,商科,普本,//www.compassedu.hk/newst_18469
146,美国,商科,普本,//www.compassedu.hk/newst_18480
147,美国,商科,普本,//www.compassedu.hk/newst_18426
148,美国,商科,普本,//www.compassedu.hk/newst_18427
149,美国,商科,普本,//www.compassedu.hk/newst_18227
150,美国,商科,普本,//www.compassedu.hk/newst_18194
151,美国,商科,普本,//www.compassedu.hk/newst_18119
152,美国,商科,普本,//www.compassedu.hk/newst_18051
153,美国,商科,普本,//www.compassedu.hk/newst_18014
154,美国,商科,普本,//www.compassedu.hk/newst_17605
155,美国,商科,普本,//www.compassedu.hk/newst_17127
156,美国,商科,普本,//www.compassedu.hk/newst_17104
157,美国,商科,普本,//www.compassedu.hk/newst_16978
158,美国,商科,普本,//www.compassedu.hk/newst_16849
159,美国,商科,普本,//www.compassedu.hk/newst_16966
160,美国,商科,普本,//www.compassedu.hk/newst_15993
161,美国,商科,普本,//www.compassedu.hk/newst_15831
162,美国,商科,普本,//www.compassedu.hk/newst_15575
163,美国,商科,普本,//www.compassedu.hk/newst_15574
164,美国,商科,普本,//www.compassedu.hk/newst_15504
165,美国,商科,普本,//www.compassedu.hk/newst_14403
166,美国,商科,普本,//www.compassedu.hk/newst_14234
167,美国,商科,普本,//www.compassedu.hk/newst_14235
168,美国,商科,普本,//www.compassedu.hk/newst_14106
169,美国,商科,普本,//www.compassedu.hk/newst_13608
170,美国,商科,普本,//www.compassedu.hk/newst_14773
171,美国,商科,普本,//www.compassedu.hk/newst_12845
172,美国,商科,普本,//www.compassedu.hk/newst_12844
173,美国,商科,普本,//www.compassedu.hk/newst_14519
174,美国,商科,普本,//www.compassedu.hk/newst_11008
175,美国,商科,普本,//www.compassedu.hk/newst_18756
176,美国,商科,普本,//www.compassedu.hk/newst_18332
177,美国,商科,普本,//www.compassedu.hk/newst_17733
178,美国,商科,普本,//www.compassedu.hk/newst_17311
179,美国,商科,普本,//www.compassedu.hk/newst_15583
180,美国,商科,普本,//www.compassedu.hk/newst_977
181,美国,商科,普本,//www.compassedu.hk/newst_961
182,美国,商科,普本,//www.compassedu.hk/newst_972
183,美国,商科,普本,//www.compassedu.hk/newst_973
184,美国,商科,普本,//www.compassedu.hk/newst_963
185,美国,商科,普本,//www.compassedu.hk/newst_956
186,美国,商科,普本,//www.compassedu.hk/newst_937
187,美国,商科,普本,//www.compassedu.hk/newst_985
188,美国,商科,普本,//www.compassedu.hk/newst_993
189,美国,商科,普本,//www.compassedu.hk/newst_970
190,美国,商科,普本,//www.compassedu.hk/newst_971
191,美国,商科,普本,//www.compassedu.hk/newst_995
192,美国,商科,普本,//www.compassedu.hk/newst_999
193,美国,商科,海本,//www.compassedu.hk/newst_18811
194,美国,商科,海本,//www.compassedu.hk/newst_18665
195,美国,商科,海本,//www.compassedu.hk/newst_18584
196,美国,商科,海本,//www.compassedu.hk/newst_18573
197,美国,商科,海本,//www.compassedu.hk/newst_18567
198,美国,商科,海本,//www.compassedu.hk/newst_18461
199,美国,商科,海本,//www.compassedu.hk/newst_18463
200,美国,商科,海本,//www.compassedu.hk/newst_18435
201,美国,商科,海本,//www.compassedu.hk/newst_18429
202,美国,商科,海本,//www.compassedu.hk/newst_15716
203,美国,商科,海本,//www.compassedu.hk/newst_15429
204,美国,商科,海本,//www.compassedu.hk/newst_15353
205,美国,商科,海本,//www.compassedu.hk/newst_15354
206,美国,商科,海本,//www.compassedu.hk/newst_15352
207,美国,商科,海本,//www.compassedu.hk/newst_14774
208,美国,商科,海本,//www.compassedu.hk/newst_14271
209,美国,商科,海本,//www.compassedu.hk/newst_14146
210,美国,商科,海本,//www.compassedu.hk/newst_14107
211,美国,商科,海本,//www.compassedu.hk/newst_19034
212,美国,商科,海本,//www.compassedu.hk/newst_18709
213,美国,商科,海本,//www.compassedu.hk/newst_18707
214,美国,商科,海本,//www.compassedu.hk/newst_18466
215,美国,商科,海本,//www.compassedu.hk/newst_18396
216,美国,商科,海本,//www.compassedu.hk/newst_18052
217,美国,工科,985,//www.compassedu.hk/newst_18769
218,美国,工科,985,//www.compassedu.hk/newst_18430
219,美国,工科,985,//www.compassedu.hk/newst_18397
220,美国,工科,985,//www.compassedu.hk/newst_18376
221,美国,工科,985,//www.compassedu.hk/newst_18275
222,美国,工科,985,//www.compassedu.hk/newst_18164
223,美国,工科,985,//www.compassedu.hk/newst_16400
224,美国,工科,985,//www.compassedu.hk/newst_15948
225,美国,工科,985,//www.compassedu.hk/newst_15841
226,美国,工科,985,//www.compassedu.hk/newst_15842
227,美国,工科,985,//www.compassedu.hk/newst_15832
228,美国,工科,985,//www.compassedu.hk/newst_15827
229,美国,工科,985,//www.compassedu.hk/newst_15793
230,美国,工科,985,//www.compassedu.hk/newst_16938
231,美国,工科,985,//www.compassedu.hk/newst_15786
232,美国,工科,985,//www.compassedu.hk/newst_15787
233,美国,工科,985,//www.compassedu.hk/newst_15598
234,美国,工科,985,//www.compassedu.hk/newst_15599
235,美国,工科,985,//www.compassedu.hk/newst_15579
236,美国,工科,985,//www.compassedu.hk/newst_16939
237,美国,工科,985,//www.compassedu.hk/newst_15571
238,美国,工科,985,//www.compassedu.hk/newst_15597
239,美国,工科,985,//www.compassedu.hk/newst_15596
240,美国,工科,985,//www.compassedu.hk/newst_15503
241,美国,工科,985,//www.compassedu.hk/newst_15499
242,美国,工科,985,//www.compassedu.hk/newst_15480
243,美国,工科,985,//www.compassedu.hk/newst_15489
244,美国,工科,985,//www.compassedu.hk/newst_15540
245,美国,工科,985,//www.compassedu.hk/newst_15430
246,美国,工科,985,//www.compassedu.hk/newst_15507
247,美国,工科,985,//www.compassedu.hk/newst_15417
248,美国,工科,985,//www.compassedu.hk/newst_16937
249,美国,工科,985,//www.compassedu.hk/newst_15488
250,美国,工科,985,//www.compassedu.hk/newst_15372
251,美国,工科,985,//www.compassedu.hk/newst_15416
252,美国,工科,985,//www.compassedu.hk/newst_14531
253,美国,工科,985,//www.compassedu.hk/newst_14405
254,美国,工科,985,//www.compassedu.hk/newst_14402
255,美国,工科,985,//www.compassedu.hk/newst_14509
256,美国,工科,985,//www.compassedu.hk/newst_14510
257,美国,工科,985,//www.compassedu.hk/newst_14511
258,美国,工科,985,//www.compassedu.hk/newst_14512
259,美国,工科,985,//www.compassedu.hk/newst_14517
260,美国,工科,985,//www.compassedu.hk/newst_14515
261,美国,工科,985,//www.compassedu.hk/newst_14713
262,美国,工科,985,//www.compassedu.hk/newst_14254
263,美国,工科,985,//www.compassedu.hk/newst_14255
264,美国,工科,985,//www.compassedu.hk/newst_14253
265,美国,工科,985,//www.compassedu.hk/newst_14518
266,美国,工科,985,//www.compassedu.hk/newst_14752
267,美国,工科,985,//www.compassedu.hk/newst_14722
268,美国,工科,985,//www.compassedu.hk/newst_15418
269,美国,工科,985,//www.compassedu.hk/newst_14123
270,美国,工科,985,//www.compassedu.hk/newst_13983
271,美国,工科,985,//www.compassedu.hk/newst_14507
272,美国,工科,985,//www.compassedu.hk/newst_14721
273,美国,工科,985,//www.compassedu.hk/newst_14514
274,美国,工科,985,//www.compassedu.hk/newst_14718
275,美国,工科,985,//www.compassedu.hk/newst_14715
276,美国,工科,985,//www.compassedu.hk/newst_14764
277,美国,工科,985,//www.compassedu.hk/newst_14724
278,美国,工科,985,//www.compassedu.hk/newst_10991
279,美国,工科,985,//www.compassedu.hk/newst_14760
280,美国,工科,985,//www.compassedu.hk/newst_11009
281,美国,工科,985,//www.compassedu.hk/newst_10994
282,美国,工科,985,//www.compassedu.hk/newst_11003
283,美国,工科,985,//www.compassedu.hk/newst_14716
284,美国,工科,985,//www.compassedu.hk/newst_11006
285,美国,工科,985,//www.compassedu.hk/newst_14726
286,美国,工科,985,//www.compassedu.hk/newst_14744
287,美国,工科,985,//www.compassedu.hk/newst_10355
288,美国,工科,985,//www.compassedu.hk/newst_10353
289,美国,工科,985,//www.compassedu.hk/newst_10354
290,美国,工科,985,//www.compassedu.hk/newst_10993
291,美国,工科,985,//www.compassedu.hk/newst_9912
292,美国,工科,985,//www.compassedu.hk/newst_9914
293,美国,工科,985,//www.compassedu.hk/newst_9909
294,美国,工科,985,//www.compassedu.hk/newst_9906
295,美国,工科,985,//www.compassedu.hk/newst_9900
296,美国,工科,985,//www.compassedu.hk/newst_9962
297,美国,工科,985,//www.compassedu.hk/newst_9491
298,美国,工科,985,//www.compassedu.hk/newst_1631
299,美国,工科,985,//www.compassedu.hk/newst_1478
300,美国,工科,985,//www.compassedu.hk/newst_1617
301,美国,工科,985,//www.compassedu.hk/newst_1613
302,美国,工科,985,//www.compassedu.hk/newst_18398
303,美国,工科,985,//www.compassedu.hk/newst_9902
304,美国,工科,985,//www.compassedu.hk/newst_9901
305,美国,工科,985,//www.compassedu.hk/newst_9911
306,美国,工科,985,//www.compassedu.hk/newst_9903
307,美国,工科,985,//www.compassedu.hk/newst_9904
308,美国,工科,985,//www.compassedu.hk/newst_9913
309,美国,工科,985,//www.compassedu.hk/newst_9467
310,美国,工科,985,//www.compassedu.hk/newst_9466
311,美国,工科,985,//www.compassedu.hk/newst_9468
312,美国,工科,985,//www.compassedu.hk/newst_9474
313,美国,工科,985,//www.compassedu.hk/newst_9476
314,美国,工科,985,//www.compassedu.hk/newst_1628
315,美国,工科,985,//www.compassedu.hk/newst_1607
316,美国,工科,985,//www.compassedu.hk/newst_1606
317,美国,工科,985,//www.compassedu.hk/newst_1632
318,美国,工科,985,//www.compassedu.hk/newst_1627
319,美国,工科,985,//www.compassedu.hk/newst_1519
320,美国,工科,985,//www.compassedu.hk/newst_1630
321,美国,工科,985,//www.compassedu.hk/newst_1609
322,美国,工科,985,//www.compassedu.hk/newst_1629
323,美国,工科,985,//www.compassedu.hk/newst_1484
324,美国,工科,985,//www.compassedu.hk/newst_1488
325,美国,工科,985,//www.compassedu.hk/newst_1487
326,美国,工科,985,//www.compassedu.hk/newst_1486
327,美国,工科,985,//www.compassedu.hk/newst_1610
328,美国,工科,985,//www.compassedu.hk/newst_1616
329,美国,工科,985,//www.compassedu.hk/newst_1479
330,美国,工科,985,//www.compassedu.hk/newst_1480
331,美国,工科,985,//www.compassedu.hk/newst_1433
332,美国,工科,985,//www.compassedu.hk/newst_1621
333,美国,工科,985,//www.compassedu.hk/newst_1395
334,美国,工科,985,//www.compassedu.hk/newst_1376
335,美国,工科,985,//www.compassedu.hk/newst_1364
336,美国,工科,985,//www.compassedu.hk/newst_1468
337,美国,工科,985,//www.compassedu.hk/newst_1604
338,美国,工科,985,//www.compassedu.hk/newst_1450
339,美国,工科,985,//www.compassedu.hk/newst_979
340,美国,工科,985,//www.compassedu.hk/newst_1619
341,美国,工科,985,//www.compassedu.hk/newst_1618
342,美国,工科,985,//www.compassedu.hk/newst_922
343,美国,工科,985,//www.compassedu.hk/newst_930
344,美国,工科,985,//www.compassedu.hk/newst_927
345,美国,工科,985,//www.compassedu.hk/newst_946
346,美国,工科,211,//www.compassedu.hk/newst_18097
347,美国,工科,211,//www.compassedu.hk/newst_18053
348,美国,工科,211,//www.compassedu.hk/newst_15991
349,美国,工科,211,//www.compassedu.hk/newst_15982
350,美国,工科,211,//www.compassedu.hk/newst_15954
351,美国,工科,211,//www.compassedu.hk/newst_15795
352,美国,工科,211,//www.compassedu.hk/newst_15794
353,美国,工科,211,//www.compassedu.hk/newst_15538
354,美国,工科,211,//www.compassedu.hk/newst_15525
355,美国,工科,211,//www.compassedu.hk/newst_15526
356,美国,工科,211,//www.compassedu.hk/newst_15445
357,美国,工科,211,//www.compassedu.hk/newst_15446
358,美国,工科,211,//www.compassedu.hk/newst_15420
359,美国,工科,211,//www.compassedu.hk/newst_15493
360,美国,工科,211,//www.compassedu.hk/newst_15272
361,美国,工科,211,//www.compassedu.hk/newst_14416
362,美国,工科,211,//www.compassedu.hk/newst_14415
363,美国,工科,211,//www.compassedu.hk/newst_14516
364,美国,工科,211,//www.compassedu.hk/newst_14244
365,美国,工科,211,//www.compassedu.hk/newst_14762
366,美国,工科,211,//www.compassedu.hk/newst_14150
367,美国,工科,211,//www.compassedu.hk/newst_14151
368,美国,工科,211,//www.compassedu.hk/newst_13823
369,美国,工科,211,//www.compassedu.hk/newst_10713
370,美国,工科,211,//www.compassedu.hk/newst_10969
371,美国,工科,211,//www.compassedu.hk/newst_14714
372,美国,工科,211,//www.compassedu.hk/newst_14767
373,美国,工科,211,//www.compassedu.hk/newst_14717
374,美国,工科,211,//www.compassedu.hk/newst_10579
375,美国,工科,211,//www.compassedu.hk/newst_10580
376,美国,工科,211,//www.compassedu.hk/newst_14720
377,美国,工科,211,//www.compassedu.hk/newst_14743
378,美国,工科,211,//www.compassedu.hk/newst_11000
379,美国,工科,211,//www.compassedu.hk/newst_14759
380,美国,工科,211,//www.compassedu.hk/newst_10990
381,美国,工科,211,//www.compassedu.hk/newst_14719
382,美国,工科,211,//www.compassedu.hk/newst_10348
383,美国,工科,211,//www.compassedu.hk/newst_10346
384,美国,工科,211,//www.compassedu.hk/newst_10347
385,美国,工科,211,//www.compassedu.hk/newst_10345
386,美国,工科,211,//www.compassedu.hk/newst_10223
387,美国,工科,211,//www.compassedu.hk/newst_9910
388,美国,工科,211,//www.compassedu.hk/newst_16228
389,美国,工科,211,//www.compassedu.hk/newst_9891
390,美国,工科,211,//www.compassedu.hk/newst_9473
391,美国,工科,211,//www.compassedu.hk/newst_9478
392,美国,工科,211,//www.compassedu.hk/newst_9471
393,美国,工科,211,//www.compassedu.hk/newst_1482
394,美国,工科,211,//www.compassedu.hk/newst_1611
395,美国,工科,211,//www.compassedu.hk/newst_1624
396,美国,工科,211,//www.compassedu.hk/newst_974
397,美国,工科,211,//www.compassedu.hk/newst_950
398,美国,工科,211,//www.compassedu.hk/newst_969
399,美国,工科,211,//www.compassedu.hk/newst_954
400,美国,工科,211,//www.compassedu.hk/newst_987
401,美国,工科,211,//www.compassedu.hk/newst_996
402,美国,工科,211,//www.compassedu.hk/newst_945
403,美国,工科,普本,//www.compassedu.hk/newst_18931
404,美国,工科,普本,//www.compassedu.hk/newst_18761
405,美国,工科,普本,//www.compassedu.hk/newst_18346
406,美国,工科,普本,//www.compassedu.hk/newst_18237
407,美国,工科,普本,//www.compassedu.hk/newst_16238
408,美国,工科,普本,//www.compassedu.hk/newst_15552
409,美国,工科,普本,//www.compassedu.hk/newst_15483
410,美国,工科,普本,//www.compassedu.hk/newst_978
411,美国,工科,普本,//www.compassedu.hk/newst_982
412,美国,工科,普本,//www.compassedu.hk/newst_986
413,美国,理科,985,//www.compassedu.hk/newst_15947
414,美国,理科,985,//www.compassedu.hk/newst_15527
415,美国,理科,985,//www.compassedu.hk/newst_15444
416,美国,理科,985,//www.compassedu.hk/newst_15422
417,美国,理科,985,//www.compassedu.hk/newst_15371
418,美国,理科,985,//www.compassedu.hk/newst_15946
419,美国,理科,985,//www.compassedu.hk/newst_13782
420,美国,理科,985,//www.compassedu.hk/newst_10988
421,美国,理科,985,//www.compassedu.hk/newst_10597
422,美国,理科,985,//www.compassedu.hk/newst_14748
423,美国,理科,985,//www.compassedu.hk/newst_10989
424,美国,理科,985,//www.compassedu.hk/newst_14734
425,美国,理科,985,//www.compassedu.hk/newst_9905
426,美国,理科,985,//www.compassedu.hk/newst_9484
427,美国,理科,985,//www.compassedu.hk/newst_9464
428,美国,理科,985,//www.compassedu.hk/newst_9489
429,美国,理科,985,//www.compassedu.hk/newst_9481
430,美国,理科,985,//www.compassedu.hk/newst_9486
431,美国,理科,985,//www.compassedu.hk/newst_1612
432,美国,理科,985,//www.compassedu.hk/newst_1622
433,美国,理科,985,//www.compassedu.hk/newst_1625
434,美国,理科,985,//www.compassedu.hk/newst_15549
435,美国,理科,985,//www.compassedu.hk/newst_9469
436,美国,理科,985,//www.compassedu.hk/newst_1477
437,美国,理科,211,//www.compassedu.hk/newst_18050
438,美国,理科,211,//www.compassedu.hk/newst_14257
439,美国,理科,211,//www.compassedu.hk/newst_14735
440,美国,理科,211,//www.compassedu.hk/newst_14761
441,美国,理科,海本,//www.compassedu.hk/newst_18099
442,美国,社科,985,//www.compassedu.hk/newst_10995
443,美国,社科,985,//www.compassedu.hk/newst_14754
444,美国,社科,985,//www.compassedu.hk/newst_14755
445,美国,社科,985,//www.compassedu.hk/newst_10999
446,美国,社科,985,//www.compassedu.hk/newst_14750
447,美国,社科,985,//www.compassedu.hk/newst_14757
448,美国,社科,985,//www.compassedu.hk/newst_14725
449,美国,社科,985,//www.compassedu.hk/newst_11007
450,美国,社科,985,//www.compassedu.hk/newst_9907
451,美国,社科,985,//www.compassedu.hk/newst_1465
452,美国,社科,985,//www.compassedu.hk/newst_9908
453,美国,社科,985,//www.compassedu.hk/newst_9454
454,美国,社科,985,//www.compassedu.hk/newst_9502
455,美国,社科,985,//www.compassedu.hk/newst_9458
456,美国,社科,985,//www.compassedu.hk/newst_9507
457,美国,社科,985,//www.compassedu.hk/newst_1620
458,美国,社科,985,//www.compassedu.hk/newst_1491
459,美国,社科,985,//www.compassedu.hk/newst_1442
460,美国,社科,985,//www.compassedu.hk/newst_1435
461,美国,社科,985,//www.compassedu.hk/newst_1466
462,美国,社科,985,//www.compassedu.hk/newst_1446
463,美国,社科,985,//www.compassedu.hk/newst_1452
464,美国,社科,985,//www.compassedu.hk/newst_1476
465,美国,社科,985,//www.compassedu.hk/newst_1470
466,美国,社科,985,//www.compassedu.hk/newst_1474
467,美国,社科,985,//www.compassedu.hk/newst_1464
468,美国,社科,985,//www.compassedu.hk/newst_1439
469,美国,社科,985,//www.compassedu.hk/newst_1623
470,美国,社科,985,//www.compassedu.hk/newst_1490
471,美国,社科,985,//www.compassedu.hk/newst_1473
472,美国,社科,985,//www.compassedu.hk/newst_1447
473,美国,社科,985,//www.compassedu.hk/newst_1445
474,美国,社科,985,//www.compassedu.hk/newst_1440
475,美国,社科,985,//www.compassedu.hk/newst_1451
476,美国,社科,985,//www.compassedu.hk/newst_1461
477,美国,社科,985,//www.compassedu.hk/newst_1448
478,美国,社科,985,//www.compassedu.hk/newst_1449
479,美国,社科,985,//www.compassedu.hk/newst_1615
480,美国,社科,985,//www.compassedu.hk/newst_984
481,美国,社科,985,//www.compassedu.hk/newst_934
482,美国,社科,211,//www.compassedu.hk/newst_18777
483,美国,社科,211,//www.compassedu.hk/newst_18236
484,美国,社科,211,//www.compassedu.hk/newst_18081
485,美国,社科,211,//www.compassedu.hk/newst_11002
486,美国,社科,211,//www.compassedu.hk/newst_14736
487,美国,社科,211,//www.compassedu.hk/newst_14749
488,美国,社科,211,//www.compassedu.hk/newst_14740
489,美国,社科,211,//www.compassedu.hk/newst_14753
490,美国,社科,211,//www.compassedu.hk/newst_14758
491,美国,社科,211,//www.compassedu.hk/newst_14733
492,美国,社科,211,//www.compassedu.hk/newst_9959
493,美国,社科,211,//www.compassedu.hk/newst_9501
494,美国,社科,211,//www.compassedu.hk/newst_9457
495,美国,社科,211,//www.compassedu.hk/newst_1614
496,美国,社科,211,//www.compassedu.hk/newst_1437
497,美国,社科,211,//www.compassedu.hk/newst_1458
498,美国,社科,211,//www.compassedu.hk/newst_960
499,美国,社科,211,//www.compassedu.hk/newst_921
500,美国,社科,普本,//www.compassedu.hk/newst_18634
501,美国,社科,普本,//www.compassedu.hk/newst_18594
502,美国,社科,普本,//www.compassedu.hk/newst_18193
503,美国,社科,普本,//www.compassedu.hk/newst_18078
504,美国,社科,普本,//www.compassedu.hk/newst_11005
505,美国,社科,普本,//www.compassedu.hk/newst_19080
506,美国,社科,普本,//www.compassedu.hk/newst_1489
507,美国,社科,普本,//www.compassedu.hk/newst_983
508,美国,社科,普本,//www.compassedu.hk/newst_994
509,美国,社科,普本,//www.compassedu.hk/newst_938
510,香港,商科,985,//www.compassedu.hk/newst_19107
511,香港,商科,985,//www.compassedu.hk/newst_19017
512,香港,商科,985,//www.compassedu.hk/newst_18982
513,香港,商科,985,//www.compassedu.hk/newst_18907
514,香港,商科,985,//www.compassedu.hk/newst_18897
515,香港,商科,985,//www.compassedu.hk/newst_18932
